operational_setting_1,operational_setting_2,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
-0.31597967993302395,-1.3729532035104928,-1.721725391987046,-0.13425517589960495,-0.9259359643726434,0.14168332871144426,1.1211405697975247,-0.516338406192186,-0.8628133152009628,-0.2664665957146243,0.3342618401933996,-1.058890236879873,-0.2690710403193391,-0.6038156997582987,-0.7817097857218288,1.3484927436602336,1.194427047890514
0.8727219281669687,-1.0317203547636702,-1.0617797067522012,0.2115284938758204,-0.6437258660491735,0.14168332871144426,0.431930175249528,-0.7980929993508061,-0.9588176147514346,-0.19158292532444912,1.1748993222074802,-0.36364599790254193,-0.6428447365510408,-0.27585181070180737,-0.7817097857218288,1.0165279304068096,1.2369219607271347
-1.9618742142253214,1.0156767377172633,-0.6618126247915099,-0.4131655887845202,-0.5259531478512048,0.14168332871144426,1.008155259215863,-0.23458381303356585,-0.5571392482361328,-1.0153032996162428,1.3647206891138657,-0.9198413890818774,-0.5516292763205963,-0.6491440421482038,-2.073094226545578,0.7398905860289823,0.5034228130689318
0.32409041673620287,-0.008021808523203375,-0.6618126247915099,-1.2613142127620296,-0.7848309152109211,0.14168332871144426,1.2228273493210335,0.18804807670756757,-0.7138255107099997,-1.5394889923473891,1.9613021279626377,-0.22459715011086967,-0.520175669344558,-1.9716650907010413,-0.7817097857218288,0.3525983039000005,0.7777921416010156
-0.8646111913637898,-0.690487506016848,-0.6218159165954863,-1.251527882485375,-0.30151834524751936,0.14168332871144426,0.7143934517036187,-0.516338406192186,-0.45705929445953913,-0.9778614644211685,1.052871300624903,-0.7807925412902051,-0.5217483496933455,-0.3398447646640819,-0.1360175653099541,0.4632532416511157,1.0595518897568752
-1.9618742142253214,-0.3492546572700257,-1.1617714772422603,-0.9872969650154417,-1.1737030979400827,0.14168332871144426,1.4713950326005356,-1.0798475925094264,-0.7047685013184162,-1.4271634867621663,0.3613791783228612,-0.9198413890818774,-0.5715498940720333,-0.8357901578713783,-1.4274020061337036,0.905872992655655,0.7131259698931327
0.4612482945938943,0.33321104022361897,-0.4018340215171289,0.29308124618134945,-1.240366900693643,0.14168332871144426,1.0985435076812182,-1.0798475925094264,-0.2768248075677036,-0.6783267828605211,1.2291339984665577,-0.9198413890818774,-0.5993339135675513,-1.193084150827206,-0.7817097857218288,1.5698026191625034,0.8101252274549898
-1.5504005806522472,1.0156767377172633,-0.2418471887330343,-1.233586276978138,-0.8848266193412617,0.14168332871144426,0.54491548583119,-1.3616021856680465,-1.1068997183033054,-1.1276288052014922,1.4325140344376739,-0.9198413890818774,-0.6648622614342581,-0.9211140964876813,-1.4274020061337036,0.8505455237800975,0.19302518887100226
0.3698097093554334,0.33321104022361897,-1.1217747690462367,0.07451987000254497,-1.5703527243238204,0.14168332871144426,0.3641389889006078,-0.6572157027682929,-0.8505863525224322,-0.9404196292260942,0.5105245380350543,-0.6417436934922097,-0.9468962706525702,-1.8490119289400941,-0.7817097857218288,1.2931652747846367,1.0798755437222343
-1.5046812880330167,0.33321104022361897,-1.9417072870654035,0.11692730120141859,-0.9414908516817957,0.14168332871144426,0.25115367831894586,-0.6572157027682929,-0.6132927064637361,-1.9139073442982117,0.5105245380350543,-0.5026948457005375,-0.7534565877500249,-0.36117574931815766,-0.1360175653099541,0.7398905860289823,1.6600234841874082
0.8270026355477382,-1.0317203547636702,-0.8018011034778201,-1.4309439375575241,-0.9214917108557175,0.14168332871144426,1.3245141288444136,-0.6572157027682929,-0.7079384546054457,-1.4646053219572406,-0.018263555489909617,-1.1979390846715452,-0.16632259086434079,-0.21719160290313463,-0.7817097857218288,0.6845631171533854,1.7459371123136178
0.7355640503092773,0.6744438889704413,-1.241764893634535,-1.1601887999031544,-0.9759338164378011,0.14168332871144426,1.301917066728107,-0.09370651645105259,-0.7188068658752964,-1.3522798163719911,0.5240832070997851,-1.058890236879873,-0.4981581444613406,-1.2890735817705232,-1.4274020061337036,1.3484927436602336,0.704811747816389
-0.8646111913637898,1.3569095864640859,0.7780688702667056,-1.3591775155286496,-0.9003815066504394,0.14168332871144426,0.08167571244651707,0.32892537328367444,-0.8342837356176149,-0.603443112470346,0.5918765524235932,-0.22459715011086967,-0.8205576159655193,-0.7184697422739381,-0.1360175653099541,0.6292356482778277,-0.12938186721554254
0.41552900197466386,-0.008021808523203375,-0.6618126247915099,0.39583771408633384,-1.0859290909811936,0.14168332871144426,1.2567229424954935,-0.09370651645105259,-0.8093769597908016,-0.37879210129987373,0.3478205092581304,-1.3369879324695406,-0.48872206236851956,-1.2197478816447889,-0.1360175653099541,2.0124223701670427,0.858162955009418
-0.8188918987445594,-1.0317203547636702,-0.5018257920074154,-1.0933155430126442,-0.7559432673510162,0.14168332871144426,0.3076463336097126,0.18804807670756757,-0.5897444820457675,-0.90297779403102,1.4731900416318662,-0.22459715011086967,-0.8488658622439348,-0.5931502074312373,-1.4274020061337036,0.9612004615312519,0.5570033553412
0.27837112411697235,1.698142435210908,-1.1017764149482248,-0.4147966438306293,-0.4926212464744247,0.14168332871144426,0.6466022653546986,-0.6572157027682929,-0.7201654172840586,-1.1276288052014922,0.10376446609282178,-0.36364599790254193,-0.40065196283569793,-1.2944063279340776,-0.7817097857218288,0.8505455237800975,1.5269959309597052
0.09549395364005042,0.6744438889704413,-0.20185048053678328,-0.9073752677560217,-0.9981550840223297,0.14168332871144426,0.48842283054029473,-0.516338406192186,-0.4674748552598025,-1.57693082754249,0.6461112286825164,-0.7807925412902051,-0.3398416560153539,0.3214157596123606,-0.7817097857218288,-0.03469397822898123,0.38979511135362005
-1.4132427027945558,-0.3492546572700257,-0.12185706414473596,0.08430620027919955,-1.4236923582659724,0.14168332871144426,0.9403640728669427,-0.6572157027682929,-0.7106555574229702,-1.2399543107867417,0.4698485308408618,-0.36364599790254193,-0.577840615467279,-1.049100004412183,-0.7817097857218288,0.40792577277555814,1.0068951499376075
1.4670727322169652,-1.0317203547636702,-1.781720454281309,-0.48330095576728554,-0.9537125488532978,0.14168332871144426,0.9177670107505076,-0.7980929993508061,-0.5095899489305256,-0.5285594420801975,0.6461112286825164,-0.9198413890818774,-0.7665622573233662,-0.2678526914565467,-1.4274020061337036,-0.09002144710457813,0.523746467034258
-1.6875584585099388,0.33321104022361897,0.7180738079724428,-1.5353314605086177,-0.4115136197909118,0.14168332871144426,1.6295744674148112,-0.6572157027682929,-0.8759459788187506,-1.2025124755916674,0.8901672718479792,-1.058890236879873,-0.7361571039132181,-0.5638201035319008,-0.7817097857218288,1.1825103370335217,1.2221411214796158
-0.5445761430291765,0.33321104022361897,-0.6218159165954863,-0.7263281576377636,-1.2003686190414866,0.14168332871144426,0.804781700168974,0.18804807670756757,-0.7740546231638072,-1.4646053219572406,1.3647206891138657,-0.22459715011086967,-0.5102153604687918,-0.9931061696952165,-0.7817097857218288,1.5144751502869458,0.18840617660613004
0.09549395364005042,-0.008021808523203375,0.17811824732566878,0.3925756039941157,-0.9292691545103189,0.14168332871144426,0.29634780255155924,-0.7980929993508061,-0.1826319098955815,-1.1276288052014922,0.7952565883947094,-0.9198413890818774,-0.6994612291078718,-1.0331017659216144,-0.7817097857218288,0.5739081794022702,0.8267536716084445
1.558511317455426,-1.0317203547636702,-1.081778060850213,-0.38054448786230116,-1.5759080412199462,0.14168332871144426,0.691796389587312,-0.6572157027682929,-0.8587376609747585,-1.090186970006418,0.14444047328701418,-0.6417436934922097,-0.8310421516242306,-0.483828911079105,-0.7817097857218288,0.6845631171533854,1.5380815603953526
-0.45313755779071546,1.0156767377172633,-0.6018175624974745,0.05005404431087142,-1.1248163092541248,0.14168332871144426,0.13816836773728386,0.32892537328367444,-0.9728559793083148,-0.37879210129987373,0.971519286236364,-0.9198413890818774,-0.5175545354298801,-1.4143931166132715,-0.7817097857218288,1.0165279304068096,0.7380686361232983
1.0555990986438906,-1.3729532035104928,0.17811824732566878,0.5834090443890284,-1.0603746332589894,0.14168332871144426,0.7143934517036187,-1.0798475925094264,-0.5018914909477044,-0.6783267828605211,1.554542056020251,-1.058890236879873,-0.37444062368901515,-1.3450674164874898,-0.1360175653099541,0.7398905860289823,1.284959688281563
